date,AQI,PM2.5,PM10,NO2,SO2,CO,O3_8h_max,temperature,humidity,wind_speed
2022-07-19,37,11.2,19.4,15.5,5.7,0.56,60.1,27.4,77,2.3
2022-07-20,27,16.3,27.9,18.8,7.3,0.72,48.6,26.1,86,3.3
2022-07-21,49,10.2,15.9,22.1,5.5,0.55,84.1,28.4,82,2.5
2022-07-22,39,13.0,23.1,18.4,3.8,0.58,56.6,28.8,82,1.4
2022-07-23,42,13.3,14.8,22.1,10.5,0.72,67.7,24.6,81,1.4
2022-07-24,59,8.4,17.9,22.9,6.8,0.73,94.8,27.6,85,3.8
2022-07-25,29,16.7,23.5,25.2,8.5,0.7,51.7,29.6,78,3.4
2022-07-26,27,10.8,19.2,27.9,11.4,0.54,49.8,27.9,94,2.0
2022-07-27,50,7.9,17.0,20.7,6.8,0.6,76.8,30.9,70,2.1
2022-07-28,55,14.4,23.2,12.4,6.3,0.66,90.0,25.9,66,5.0
2022-07-29,34,7.2,9.6,18.2,7.4,0.56,49.2,30.4,66,2.5
2022-07-30,49,11.8,21.3,20.5,7.2,0.78,78.9,30.8,63,4.6
2022-07-31,43,11.7,16.3,9.2,5.8,0.4,81.5,30.9,85,3.8
2022-08-01,31,18.0,23.2,29.9,2.8,0.6,39.1,25.9,84,2.7
2022-08-02,47,15.0,23.5,22.5,9.3,0.63,82.0,29.6,90,1.8
2022-08-03,55,12.5,22.8,23.9,6.1,0.4,83.1,27.7,72,4.0
2022-08-04,46,16.7,25.0,29.8,7.0,0.54,65.3,26.2,86,2.0
2022-08-05,58,19.6,38.5,17.8,8.4,0.74,88.8,28.2,80,4.2
2022-08-06,54,15.4,28.4,25.0,4.2,0.68,87.0,27.2,81,3.7
2022-08-07,46,12.7,21.0,20.9,6.4,0.84,71.5,30.8,85,3.9
2022-08-08,41,6.0,10.1,20.5,7.5,0.83,63.2,30.0,74,1.7
2022-08-09,32,7.3,17.1,17.0,3.6,0.72,55.4,26.7,100,2.5
2022-08-10,45,11.1,25.7,31.6,7.4,0.71,69.4,27.6,91,2.2
2022-08-11,58,9.6,15.8,19.3,5.1,0.69,78.5,28.2,76,3.3
2022-08-12,33,11.7,24.4,25.8,9.8,0.41,65.1,28.9,71,0.9
2022-08-13,21,12.9,19.3,10.3,7.7,0.54,37.0,31.0,79,4.6
2022-08-14,49,15.2,25.0,28.7,4.8,0.69,89.0,30.4,81,2.6
2022-08-15,41,12.2,16.5,27.9,4.9,0.74,72.9,29.1,89,2.7
2022-08-16,36,15.0,18.0,22.2,4.6,0.71,64.3,28.5,71,3.7
2022-08-17,49,12.9,24.4,20.2,6.1,0.59,82.9,25.5,82,3.6
2022-08-18,53,3.0,5.2,24.0,5.6,0.77,92.9,31.6,68,5.0
2022-08-19,23,7.9,11.9,35.3,4.8,0.83,28.0,28.1,83,2.0
2022-08-20,40,11.9,22.5,11.0,8.2,0.77,76.5,32.1,79,2.4
2022-08-21,29,6.6,8.9,26.3,8.8,0.78,48.6,29.4,95,0.9
2022-08-22,55,15.6,31.2,16.1,5.4,0.62,77.5,33.1,68,2.9
2022-08-23,50,20.3,33.1,21.5,7.0,0.79,71.9,30.2,91,3.8
2022-08-24,37,18.7,23.5,20.1,9.7,0.69,79.5,26.1,66,3.0
2022-08-25,33,11.5,23.9,19.0,7.1,0.73,62.5,27.8,69,4.0
2022-08-26,26,20.1,29.4,21.5,6.0,0.72,41.9,28.7,67,3.8
2022-08-27,43,13.3,22.6,14.8,8.1,0.67,63.2,27.3,82,2.4
2022-08-28,44,10.9,21.9,27.8,9.0,0.59,76.1,28.2,71,3.4
2022-08-29,53,9.5,16.9,10.8,2.4,0.67,85.2,26.3,69,3.7
2022-08-30,36,11.1,17.4,24.8,4.6,0.78,52.4,29.0,82,3.9
2022-08-31,54,10.7,21.2,19.6,6.8,0.64,85.4,29.5,84,5.2
2022-09-01,33,16.2,33.0,17.3,9.8,0.81,54.7,25.0,75,4.1
2022-09-02,43,16.1,22.3,25.5,2.0,0.79,69.8,30.9,74,3.2
2022-09-03,27,15.3,19.8,15.0,9.7,0.69,56.8,27.1,90,3.8
2022-09-04,38,17.5,26.0,24.5,6.8,0.86,67.1,25.4,76,1.2
2022-09-05,43,21.3,34.4,15.8,5.2,0.68,77.8,23.7,81,2.1
2022-09-06,37,20.0,32.2,27.1,6.5,0.87,46.0,27.1,76,2.8
2022-09-07,31,7.9,13.3,18.8,3.6,0.76,54.2,26.5,66,3.5
2022-09-08,42,3.0,5.0,21.6,6.3,0.72,67.2,28.6,79,2.4
2022-09-09,65,20.0,28.2,26.1,6.8,0.63,100.4,26.7,70,2.6
2022-09-10,25,8.5,14.7,19.7,4.8,0.71,51.5,24.6,74,2.9
2022-09-11,53,14.2,24.5,24.0,4.8,0.7,95.0,30.3,77,3.6
2022-09-12,56,9.4,23.2,15.2,8.9,0.59,94.5,27.9,59,1.6
2022-09-13,38,6.3,10.2,28.1,6.1,0.7,62.9,26.5,62,4.3
2022-09-14,42,18.0,31.2,34.9,5.3,0.64,59.9,27.3,82,3.0
2022-09-15,34,19.1,23.4,41.1,10.2,0.78,54.0,27.9,70,1.5
2022-09-16,37,12.4,20.5,24.8,6.6,0.85,63.4,24.1,70,2.4
2022-09-17,24,3.0,5.1,29.0,6.0,0.6,43.3,27.3,76,2.8
2022-09-18,33,12.6,27.9,13.6,6.7,0.89,63.3,26.1,72,3.8
2022-09-19,49,17.3,29.5,33.3,2.6,0.71,86.9,28.0,78,4.5
2022-09-20,31,7.9,20.5,29.0,2.0,0.62,55.2,25.5,75,1.8
2022-09-21,33,16.2,24.4,21.4,7.0,0.8,60.8,25.8,77,1.9
2022-09-22,27,15.2,22.9,31.7,4.4,0.68,38.9,30.3,69,4.3
2022-09-23,37,18.2,31.5,22.8,8.8,0.71,70.0,29.5,77,2.7
2022-09-24,46,15.9,21.6,21.6,7.7,0.68,68.4,20.4,84,1.6
2022-09-25,39,10.4,20.6,27.2,8.3,0.64,65.4,29.3,70,4.1
2022-09-26,30,21.3,39.9,17.9,5.2,0.79,61.1,26.9,82,3.5
2022-09-27,42,14.5,30.0,30.4,6.4,0.69,60.0,25.6,75,3.4
2022-09-28,44,15.2,19.1,18.0,7.6,0.58,71.9,25.0,81,4.3
2022-09-29,33,10.6,25.0,18.0,9.3,0.78,64.0,25.1,76,3.9
2022-09-30,43,13.1,23.4,18.8,7.5,0.6,69.1,25.6,75,3.0
2022-10-01,38,15.4,23.9,34.3,6.9,0.68,64.8,22.7,71,3.5
2022-10-02,37,18.9,36.8,26.0,9.6,0.92,78.5,22.3,78,3.5
2022-10-03,47,28.4,48.1,21.6,3.5,0.68,71.8,22.9,70,2.8
2022-10-04,37,12.9,21.6,26.1,5.5,0.57,64.5,25.6,72,2.3
2022-10-05,51,11.7,18.3,29.5,10.2,0.86,84.4,25.1,65,2.8
2022-10-06,45,27.2,46.7,22.6,3.5,0.77,67.9,26.1,81,4.0
2022-10-07,44,18.8,32.7,22.8,10.2,0.78,81.2,24.9,73,2.6
2022-10-08,42,16.5,23.2,42.4,6.8,0.77,70.7,22.4,69,3.3
2022-10-09,44,25.0,44.2,24.5,6.2,0.82,34.0,26.0,67,3.2
2022-10-10,42,16.8,27.1,27.8,7.4,0.72,81.2,23.0,76,2.0
2022-10-11,44,28.9,49.4,27.5,9.1,0.95,63.6,26.3,63,3.8
2022-10-12,38,23.2,45.6,27.2,5.1,0.65,60.8,22.7,54,4.8
2022-10-13,40,17.4,29.3,33.4,2.9,0.84,65.8,23.6,69,2.8
2022-10-14,40,30.6,51.4,35.4,3.9,0.86,56.4,24.3,78,2.3
2022-10-15,53,16.8,21.9,27.9,9.1,0.72,65.0,26.3,81,3.3
2022-10-16,40,23.5,46.9,22.3,9.8,0.7,52.7,25.4,67,3.1
2022-10-17,53,21.3,36.2,37.3,4.3,0.9,80.7,25.0,68,3.9
2022-10-18,44,26.3,43.6,29.1,2.9,0.7,59.9,28.8,72,2.6
2022-10-19,45,27.6,45.2,40.1,8.6,0.74,55.9,21.3,66,2.8
2022-10-20,33,20.0,26.5,16.2,3.7,0.89,47.7,22.9,72,1.8
2022-10-21,42,16.0,36.2,30.9,8.0,0.8,65.6,22.8,67,3.9
2022-10-22,48,22.1,32.9,41.2,5.1,0.62,64.4,21.5,76,4.8
2022-10-23,31,16.4,28.6,27.6,3.7,0.97,67.4,23.6,74,4.5
2022-10-24,48,29.9,56.3,28.3,6.6,0.75,46.2,26.4,74,3.6
2022-10-25,24,20.5,21.9,31.5,5.0,0.76,37.6,23.8,66,2.0
2022-10-26,42,18.0,32.1,26.3,7.2,0.83,71.0,24.3,83,1.4
2022-10-27,49,20.7,39.1,27.8,4.2,0.86,83.9,21.6,72,3.8
2022-10-28,20,13.1,15.4,27.7,3.2,1.0,46.2,23.4,70,4.1
2022-10-29,45,14.9,29.5,25.9,4.0,0.63,85.4,24.1,62,4.2
2022-10-30,42,25.8,51.2,37.1,2.9,0.88,65.9,26.3,67,1.6
2022-10-31,35,16.5,36.6,32.5,5.5,0.87,61.5,21.7,69,3.7
2022-11-01,25,18.2,22.8,35.3,9.3,0.87,38.8,20.1,59,2.7
2022-11-02,35,26.1,49.6,38.6,5.5,0.96,24.0,23.2,63,3.4
2022-11-03,40,29.3,50.6,32.2,3.6,0.97,59.6,20.1,64,2.0
2022-11-04,43,27.0,44.6,29.1,3.9,0.74,33.2,16.8,65,2.2
2022-11-05,36,28.4,41.9,30.1,2.0,1.05,33.1,23.6,51,4.6
2022-11-06,37,19.6,25.4,33.8,3.4,0.72,59.7,22.5,64,1.2
2022-11-07,26,16.3,19.2,27.4,5.0,0.77,16.6,22.7,62,2.2
2022-11-08,49,30.9,39.6,30.7,8.6,0.85,21.9,17.5,65,3.7
2022-11-09,23,21.8,38.5,30.7,4.8,1.07,44.5,24.0,73,2.7
2022-11-10,43,22.1,33.9,46.5,5.2,0.85,49.2,19.5,81,4.2
2022-11-11,50,30.0,54.8,17.1,5.2,0.88,52.1,20.0,70,1.7
2022-11-12,39,26.2,46.8,32.7,3.7,1.02,40.3,19.6,55,3.7
2022-11-13,51,25.7,44.6,44.1,11.5,0.85,82.8,22.9,62,2.4
2022-11-14,49,34.2,62.6,34.5,5.0,0.76,41.4,20.6,70,3.5
2022-11-15,40,20.2,32.8,38.3,6.6,0.84,41.3,22.0,69,1.6
2022-11-16,46,28.0,53.9,34.3,12.8,1.02,32.8,21.2,73,3.8
2022-11-17,33,23.7,41.5,29.7,8.4,0.89,46.7,20.8,64,2.1
2022-11-18,34,24.7,39.2,20.3,7.4,1.07,54.0,19.1,62,1.7
2022-11-19,52,31.0,57.0,35.0,5.4,0.95,62.9,24.6,79,3.6
2022-11-20,41,25.9,53.4,29.1,10.4,0.82,22.5,18.1,65,3.4
2022-11-21,42,26.1,37.7,28.9,2.4,0.89,41.1,21.8,57,4.0
2022-11-22,40,28.8,46.7,30.8,6.4,0.79,51.5,21.8,77,3.8
2022-11-23,34,21.6,38.7,44.2,7.8,0.81,53.6,23.3,53,3.8
2022-11-24,35,19.2,36.8,48.2,8.1,1.33,44.9,23.8,37,3.8
2022-11-25,33,18.2,26.7,35.1,9.4,0.98,52.9,20.7,71,2.8
2022-11-26,23,13.6,29.4,31.0,6.3,0.97,32.7,22.1,72,2.4
2022-11-27,50,33.7,48.7,26.7,7.6,0.82,68.2,24.5,68,2.1
2022-11-28,41,17.9,39.3,36.6,4.3,1.04,59.7,20.9,55,4.1
2022-11-29,39,22.3,38.9,44.4,4.9,0.99,24.6,18.9,65,2.7
2022-11-30,28,22.0,30.2,32.3,8.3,1.07,28.7,20.2,63,4.0
2022-12-01,34,28.5,51.6,22.2,10.5,1.14,17.9,14.4,58,3.1
2022-12-02,46,31.1,62.6,40.5,4.6,0.81,43.8,17.7,73,2.6
2022-12-03,53,31.3,54.1,42.4,9.3,0.85,14.3,19.1,54,3.9
2022-12-04,35,24.1,35.4,26.9,7.8,0.86,28.6,16.8,65,2.0
2022-12-05,30,26.2,40.0,37.5,8.6,0.87,40.4,13.8,72,5.6
2022-12-06,30,28.4,53.0,39.2,8.4,0.99,32.6,19.0,65,3.8
2022-12-07,43,25.8,44.2,36.0,7.4,0.9,37.5,13.4,72,4.0
2022-12-08,50,35.0,57.0,31.7,3.1,1.17,17.6,13.9,67,3.6
2022-12-09,39,29.5,50.5,42.5,7.8,1.15,42.5,16.6,65,2.6
2022-12-10,61,30.7,44.2,34.0,9.3,0.96,24.4,17.5,65,2.2
2022-12-11,46,30.3,56.3,27.5,10.5,1.16,28.7,17.8,67,2.8
2022-12-12,44,32.9,50.7,24.2,6.8,1.11,37.2,16.9,59,3.1
2022-12-13,44,27.9,54.2,44.0,6.7,0.91,35.1,20.5,52,3.0
2022-12-14,35,20.5,27.8,40.1,10.0,0.76,34.0,17.1,70,2.5
2022-12-15,45,29.0,53.8,37.0,2.8,0.94,22.3,19.1,71,2.1
2022-12-16,27,23.7,38.1,33.8,5.8,0.9,29.1,18.6,64,4.1
2022-12-17,31,24.4,41.9,33.3,10.2,0.98,33.6,14.4,58,2.8
2022-12-18,50,29.9,53.0,30.0,3.0,0.97,13.0,16.7,50,2.6
2022-12-19,47,33.2,52.7,33.9,7.1,0.97,26.7,21.2,63,4.8
2022-12-20,37,27.1,53.2,23.7,9.8,1.01,39.4,16.0,51,3.6
2022-12-21,40,28.5,48.8,32.0,7.4,0.84,14.4,15.7,50,3.8
2022-12-22,57,35.5,60.0,34.6,10.5,1.0,50.9,17.3,62,3.0
2022-12-23,45,28.2,44.0,40.1,8.3,0.92,52.6,16.1,56,2.1
2022-12-24,54,40.0,65.3,36.2,10.6,0.98,14.9,15.4,65,1.9
2022-12-25,45,29.8,55.8,41.2,2.0,1.06,54.0,16.0,61,3.2
2022-12-26,27,18.2,32.6,44.5,7.1,0.84,31.4,19.9,57,4.4
2022-12-27,48,30.8,47.7,42.8,5.3,0.93,39.9,16.7,48,4.2
2022-12-28,50,28.9,55.5,39.3,4.8,0.95,26.2,14.3,55,2.6
2022-12-29,45,33.4,54.3,36.5,4.4,0.91,47.4,14.0,55,3.7
2022-12-30,43,30.4,46.0,30.6,8.6,1.05,39.7,21.4,52,2.5
2022-12-31,47,26.3,49.1,40.9,6.4,0.89,21.4,16.6,59,2.7
2023-01-01,21,17.7,28.1,43.9,10.4,0.86,17.3,15.9,56,4.0
2023-01-02,30,22.8,36.0,35.9,6.0,0.85,12.9,13.5,64,2.5
2023-01-03,31,19.5,33.3,45.3,11.8,1.03,37.6,15.6,67,2.4
2023-01-04,34,20.9,33.9,24.6,5.8,0.87,43.4,17.9,58,2.5
2023-01-05,44,26.7,46.7,26.9,6.4,0.97,44.6,13.7,68,2.9
2023-01-06,52,32.1,49.6,38.9,6.1,1.12,33.0,15.9,54,2.8
2023-01-07,45,25.8,40.8,35.4,5.3,0.91,17.4,12.2,56,3.8
2023-01-08,18,17.8,35.0,41.7,7.8,1.03,24.6,19.0,64,5.7
2023-01-09,43,26.0,33.9,33.7,7.2,1.09,52.1,15.5,70,2.5
2023-01-10,45,29.8,47.2,28.6,8.4,1.02,27.5,14.2,72,4.4
2023-01-11,24,20.8,39.6,32.5,5.7,0.92,37.0,14.4,78,2.5
2023-01-12,27,23.1,34.1,24.6,5.1,0.98,18.7,14.0,62,2.0
2023-01-13,23,23.9,47.2,27.0,5.1,0.79,39.8,14.1,64,2.0
2023-01-14,26,19.9,29.3,39.6,4.1,0.84,27.9,10.1,57,2.4
2023-01-15,32,27.0,55.9,39.0,8.3,0.86,50.5,14.8,55,2.1
2023-01-16,34,23.2,34.2,36.0,12.6,1.14,46.4,14.7,67,2.3
2023-01-17,36,25.9,33.5,23.5,4.8,0.84,27.4,16.0,59,3.0
2023-01-18,29,19.4,31.5,31.6,3.2,0.84,32.9,14.0,75,2.1
2023-01-19,33,21.6,36.7,26.5,5.8,0.82,26.5,13.5,53,3.1
2023-01-20,43,27.4,45.8,40.9,7.6,0.98,13.5,15.0,69,3.0
2023-01-21,29,21.9,47.5,30.3,6.5,0.93,21.9,11.8,57,3.2
2023-01-22,55,32.4,49.4,27.3,7.9,1.03,37.8,15.3,58,1.2
2023-01-23,37,21.8,32.4,34.0,8.2,0.99,39.7,11.3,69,2.0
2023-01-24,33,24.9,35.1,30.0,6.9,0.78,37.0,17.2,60,4.2
2023-01-25,44,28.5,49.5,42.7,5.9,0.84,30.3,16.4,61,3.4
2023-01-26,39,16.7,22.4,29.4,7.6,1.06,48.8,13.1,59,4.5
2023-01-27,18,15.0,23.5,25.4,8.8,0.9,35.8,16.3,79,4.4
2023-01-28,36,16.2,27.3,20.9,4.1,1.04,45.3,15.2,60,3.1
2023-01-29,45,30.1,56.3,33.6,5.4,0.91,8.2,13.0,65,4.9
2023-01-30,39,21.0,37.0,30.4,9.5,0.82,5.0,11.0,63,2.7
2023-01-31,51,36.6,63.4,25.2,5.5,0.89,39.1,15.6,67,3.5
2023-02-01,28,17.6,26.7,38.3,8.7,0.78,16.3,14.4,67,4.1
2023-02-02,36,21.3,33.1,35.2,6.4,0.82,34.5,18.2,70,3.2
2023-02-03,41,28.1,55.0,31.0,10.5,0.9,33.2,16.0,75,3.1
2023-02-04,45,30.4,59.1,39.4,4.1,0.93,61.5,14.6,65,3.4
2023-02-05,45,30.7,51.7,35.2,10.6,0.72,43.7,19.6,81,4.8
2023-02-06,35,26.4,38.1,26.3,5.1,0.88,40.2,17.2,81,1.3
2023-02-07,36,25.5,36.5,25.0,8.7,0.82,50.3,8.7,77,2.8
2023-02-08,33,23.4,45.7,36.1,6.9,0.82,43.2,15.0,73,1.9
2023-02-09,37,24.3,33.1,33.6,7.6,0.89,30.8,13.2,48,1.4
2023-02-10,39,17.6,26.1,32.2,5.5,0.82,53.8,14.4,75,1.7
2023-02-11,26,16.3,17.6,26.1,8.6,1.02,21.1,15.7,69,1.9
2023-02-12,29,20.4,39.7,34.8,5.6,1.0,42.5,16.7,70,3.4
2023-02-13,38,19.5,26.4,26.7,2.7,1.0,14.5,16.5,57,4.8
2023-02-14,30,18.1,34.9,30.6,5.0,0.83,40.8,18.2,76,2.3
2023-02-15,37,23.9,48.6,39.9,8.3,0.78,40.6,17.3,60,3.2
2023-02-16,37,25.2,41.3,27.2,9.4,0.89,62.8,17.1,73,2.1
2023-02-17,27,20.8,34.2,21.8,7.8,0.86,14.2,16.4,79,2.2
2023-02-18,41,27.8,37.4,24.9,5.8,0.82,28.7,18.6,68,2.3
2023-02-19,31,14.7,23.4,37.2,6.7,0.76,50.0,15.4,82,3.0
2023-02-20,34,19.4,32.5,32.7,9.1,0.88,42.7,15.4,66,2.0
2023-02-21,26,16.8,26.2,30.4,8.4,0.84,40.4,12.2,77,3.8
2023-02-22,17,11.1,17.4,28.1,6.9,0.95,23.4,18.1,62,4.6
2023-02-23,30,20.0,37.9,34.1,6.7,0.95,28.8,15.8,80,3.6
2023-02-24,36,19.8,30.7,26.1,8.7,0.99,56.4,21.9,79,1.7
2023-02-25,50,28.0,42.0,33.0,6.9,0.75,36.9,15.2,76,1.2
2023-02-26,32,23.6,35.6,26.8,4.7,0.92,43.3,16.2,69,2.9
2023-02-27,27,15.3,30.1,25.8,8.7,0.81,36.0,17.1,61,4.3
2023-02-28,48,29.7,52.6,27.4,6.3,0.76,20.0,13.8,69,1.7
2023-03-01,37,23.1,30.6,23.7,7.9,0.76,60.4,19.7,87,3.1
2023-03-02,32,19.9,23.4,25.7,6.7,0.91,53.9,19.1,79,3.7
2023-03-03,44,15.9,26.2,27.4,6.2,0.76,81.0,18.4,66,4.3
2023-03-04,18,12.2,16.7,3.9,7.9,0.96,31.2,21.3,69,3.2
2023-03-05,39,15.1,26.8,21.2,6.4,0.85,58.7,17.2,88,3.3
2023-03-06,35,22.4,37.4,23.7,5.3,0.76,26.7,19.5,82,2.6
2023-03-07,45,26.4,44.0,35.0,7.8,0.92,48.8,21.9,68,1.2
2023-03-08,45,24.7,43.7,19.5,5.6,0.84,61.0,17.6,64,2.9
2023-03-09,18,14.6,19.7,27.0,8.7,0.71,15.3,18.4,73,2.6
2023-03-10,21,11.4,19.4,35.0,8.8,0.99,43.3,23.7,63,5.2
2023-03-11,27,17.7,30.1,18.1,9.1,0.83,38.0,19.9,77,2.3
2023-03-12,27,8.2,10.4,28.4,6.7,0.8,35.9,18.0,98,5.0
2023-03-13,34,18.6,31.0,21.2,4.7,0.71,52.2,20.6,65,2.2
2023-03-14,49,16.3,27.7,23.0,3.8,0.92,63.2,17.9,77,2.0
2023-03-15,27,14.7,28.9,21.2,2.0,0.85,44.4,15.9,88,2.8
2023-03-16,37,9.0,18.5,21.6,5.3,0.86,49.5,21.7,84,2.4
2023-03-17,30,19.6,38.6,42.3,7.2,0.75,48.1,16.8,77,2.1
2023-03-18,26,14.3,23.7,31.1,9.2,0.88,46.4,23.9,77,2.6
2023-03-19,19,11.2,17.4,32.6,5.4,0.89,30.1,18.0,69,4.2
2023-03-20,38,3.0,6.7,29.0,6.6,0.73,63.0,23.3,76,1.9
2023-03-21,31,16.9,30.7,16.4,4.9,0.66,50.8,16.3,80,2.8
2023-03-22,36,25.9,36.4,28.4,8.9,0.86,52.3,21.1,87,3.8
2023-03-23,34,25.3,40.4,32.4,8.6,0.64,34.3,20.0,73,3.2
2023-03-24,23,14.7,24.7,20.9,9.2,0.82,39.5,20.7,76,1.6
2023-03-25,31,14.0,27.7,31.8,6.5,0.76,43.8,20.9,70,2.1
2023-03-26,26,19.3,30.9,30.2,6.7,0.92,23.4,18.0,80,1.7
2023-03-27,19,12.0,17.1,37.1,10.3,0.76,21.1,16.4,84,3.5
2023-03-28,28,18.5,37.3,23.5,2.0,0.91,37.4,18.9,83,3.8
2023-03-29,34,20.8,40.8,19.4,5.7,0.75,54.2,19.4,69,4.2
2023-03-30,32,23.1,33.7,23.8,7.0,0.9,36.6,18.1,79,2.9
2023-03-31,22,16.5,21.9,34.6,2.9,1.01,31.1,19.6,73,2.3
2023-04-01,25,13.4,30.1,12.4,4.8,0.61,42.9,23.7,88,2.5
2023-04-02,26,10.1,21.2,11.0,6.8,0.75,48.3,21.2,79,2.1
2023-04-03,32,10.3,22.1,23.9,3.0,0.99,49.8,23.8,68,5.2
2023-04-04,53,13.3,23.7,20.7,7.8,0.73,87.6,22.5,78,2.8
2023-04-05,50,16.3,23.5,23.4,5.9,0.73,70.9,21.6,84,3.5
2023-04-06,35,19.0,40.6,29.1,7.6,0.8,70.5,24.6,82,1.9
2023-04-07,46,10.4,20.1,20.1,5.8,0.72,72.6,21.4,76,2.3
2023-04-08,33,21.9,36.6,12.2,6.6,0.55,40.1,22.1,75,1.9
2023-04-09,22,13.1,22.3,35.7,8.4,0.83,36.8,23.1,72,3.1
2023-04-10,21,14.3,24.9,17.4,9.0,0.52,38.5,25.7,77,3.0
2023-04-11,38,10.7,17.0,17.0,8.2,0.68,75.1,23.4,73,3.2
2023-04-12,33,3.0,8.3,30.0,8.7,0.84,46.9,24.1,88,3.6
2023-04-13,21,18.9,35.3,21.1,8.2,0.68,36.3,22.4,73,4.0
2023-04-14,31,18.1,29.8,23.0,6.9,0.65,48.6,22.8,81,1.6
2023-04-15,31,13.0,19.4,26.3,3.7,0.81,51.5,22.9,80,1.4
2023-04-16,32,14.8,25.5,29.9,7.5,0.63,59.1,23.6,88,1.8
2023-04-17,40,17.0,23.2,21.4,9.1,0.6,58.9,22.4,89,2.9
2023-04-18,28,6.6,5.0,32.5,6.8,0.75,42.7,25.7,86,3.3
2023-04-19,38,11.8,16.3,10.6,2.9,0.7,65.4,22.3,83,2.9
2023-04-20,33,18.4,30.0,28.0,2.4,0.6,45.5,19.6,72,3.0
2023-04-21,29,8.2,17.5,18.4,5.5,0.78,52.8,28.5,71,2.2
2023-04-22,45,15.9,25.9,31.6,6.6,0.77,65.4,22.3,73,3.7
2023-04-23,20,7.7,12.2,24.3,6.3,0.68,45.5,25.6,86,2.7
2023-04-24,32,16.8,36.4,19.4,7.5,0.69,46.6,25.8,81,2.8
2023-04-25,40,14.3,23.2,27.4,8.9,0.77,64.0,24.9,87,4.1
2023-04-26,31,6.4,20.4,28.8,2.2,0.84,42.2,22.6,88,3.9
2023-04-27,41,20.3,34.7,27.3,4.7,0.69,49.3,23.6,74,1.5
2023-04-28,39,10.8,13.0,17.2,7.4,0.79,63.4,20.5,80,0.8
2023-04-29,49,10.4,7.7,20.5,8.1,0.78,85.9,27.0,80,1.9
2023-04-30,37,15.5,23.0,23.4,7.3,0.81,64.2,21.3,77,4.1
2023-05-01,43,18.5,36.9,21.9,6.7,0.68,70.9,25.5,76,1.7
2023-05-02,45,7.7,9.8,26.6,6.1,0.59,71.8,26.2,89,3.6
2023-05-03,29,13.1,21.4,10.0,4.6,0.63,47.7,25.8,80,2.4
2023-05-04,40,14.9,22.0,24.1,4.8,0.71,65.5,24.7,80,3.1
2023-05-05,34,16.2,26.5,20.4,8.6,0.86,63.4,28.8,74,4.2
2023-05-06,52,13.6,23.4,17.1,5.2,0.63,68.6,27.9,85,2.0
2023-05-07,32,10.9,19.4,17.6,8.0,0.76,65.5,26.6,72,3.2
2023-05-08,42,8.6,13.6,20.8,5.2,0.65,69.5,25.2,84,1.8
2023-05-09,33,13.2,25.0,3.0,4.0,0.69,59.1,28.1,84,3.9
2023-05-10,39,7.4,8.7,17.9,7.3,0.83,64.7,25.1,77,2.8
2023-05-11,31,3.0,5.3,16.8,4.8,0.76,45.4,29.1,83,2.9
2023-05-12,34,14.9,29.2,25.3,9.2,0.56,59.0,26.2,81,4.5
2023-05-13,51,17.3,30.5,17.3,5.3,0.62,84.7,28.5,80,2.6
2023-05-14,45,3.0,5.0,20.8,2.0,0.81,68.6,25.8,80,1.9
2023-05-15,38,7.7,13.5,31.4,4.6,0.69,63.5,26.1,80,3.9
2023-05-16,54,15.8,17.0,28.1,9.6,0.57,92.2,28.5,81,4.2
2023-05-17,36,23.0,35.2,27.5,6.3,0.6,43.4,30.4,80,4.1
2023-05-18,30,12.9,20.9,19.1,6.9,0.75,47.2,29.1,71,1.6
2023-05-19,66,9.1,13.5,25.4,11.1,0.78,89.5,27.8,79,2.4
2023-05-20,39,11.8,22.7,20.7,4.6,0.68,64.5,27.2,82,4.5
2023-05-21,41,19.6,37.6,20.9,7.8,0.93,60.2,25.0,81,3.4
2023-05-22,30,9.5,15.2,24.6,5.8,0.76,45.8,26.6,88,3.2
2023-05-23,38,8.8,17.8,18.5,3.5,0.66,70.5,24.2,85,3.8
2023-05-24,42,10.3,13.8,31.1,2.4,0.6,72.0,26.8,73,2.4
2023-05-25,31,8.0,9.4,21.1,4.9,0.58,47.4,26.9,79,1.9
2023-05-26,41,13.4,20.6,25.8,11.0,0.71,61.7,22.1,78,2.2
2023-05-27,31,20.9,39.2,30.8,4.4,0.63,58.8,26.1,80,4.6
2023-05-28,38,14.4,25.4,28.3,3.8,0.85,67.6,26.8,80,4.3
2023-05-29,30,11.5,19.3,13.6,4.5,0.83,47.0,25.8,85,4.8
2023-05-30,48,11.3,22.5,24.8,8.9,0.74,82.6,26.7,81,2.7
2023-05-31,53,4.9,5.0,27.2,4.2,0.56,77.5,23.3,90,1.2
2023-06-01,46,16.3,28.4,26.2,5.4,0.61,64.2,26.4,84,4.0
2023-06-02,28,11.5,24.7,14.1,4.9,0.81,66.4,30.1,75,2.7
2023-06-03,45,11.0,15.8,16.9,8.8,0.62,67.6,28.0,78,4.8
2023-06-04,47,27.9,46.5,26.8,9.0,0.79,57.9,28.7,87,3.1
2023-06-05,35,13.4,25.7,16.2,9.2,0.73,62.9,26.9,69,2.2
2023-06-06,48,8.1,12.1,19.0,8.2,0.69,65.5,28.0,71,3.4
2023-06-07,56,9.8,9.2,30.3,7.8,0.61,93.8,23.4,82,2.2
